dataset.shorthand,type,Species.name.olsdrange.mergedw.sdiv,,Species.name.gbifquery,reason.no.map,IUCN,to.check,Range.source,Range.source.website,Range.description,Range.errors,Action..fine...no.action.needed..fine.unconfirmed...gbif.records.look.good.but.no.good.info.to.check.against..excl.points.exclude.points.according.to.code..lts..longs...gbifIDs...country.codes...use.country.codes.as.well.as.lats.longs.gbifIDs..remove.use.IUCN...remove.from.GBIF.pipeline...use.IUCN.map..remove...unsolveable.rnage.errors..remove.species.entirely..partial.range...use.only.the.part.of.the.range.where.the.thermal.tolerance.data.come.from..for.sp.with.disjunct.distributions.in.multiple.coasts.continents..,Action.remove.explanation,countries.in.range,country.codes,gbifIDs.to.excl,code.to.get.gbifIDs.to.excl,excl.lon.below,excl.lon.above,excl.lat.below,excl.lat.above,who.did.final.code,potential.good.gbif.range.for.IUCN.comp,Realm,Body.Mass,tmax,tmax_metric,max_interval_after_LT0,tmax.1,max_metric,max_interval_before_lt100,measure,max_pretreatment,max_ramp,lat_max,long_max,elevation_max,REF_max,location_max,breadth,tmin,min_metric,min_interval_after_lt0,tmin.1,min_metric.1,min_interval_before_lt100,min_metric_com,measure.1,min_pretreatment,lat_min,long_min,elevation_min,REF_min,location_min,Phylum,Class,Order,Family,NOTES,Genus_book,Species_book,in.book,photo.order,name_notes
plants,algae,Heterosiphonia plumosa,,Heterosiphonia plumosa,,,NA,algaebase,http://www.algaebase.org/search/species/detail/?species_id=162,Norway to Morocco and Canary Islands,Missing occurances in Morocco and Canary Islands,remove,missing N RL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Intertidal,NA,24,LT0,3,27,LT100,3,NA,NA,NA,48.7262,-3.985322,0,Biebl_1958,1,21,3,LT0,5,-2,LT100,5,,,NA,48.7262,-3.985322,0,Biebl_1958,1,Rhodophyta,Florideophyceae,Ceramiales,Dasyaceae,,NA,NA,NA,NA,
plants,algae,Himantothallus grandifolius,,Himantothallus grandifolius,,,,,,,,remove,occurance records too sparse,NA,NA,,NA,NA,NA,NA,NA,,NA,Marine,NA,15.7,LT0,1,16.7,LT100,1,NA,NA,NA,-61.934135,-57.901964,0,Wiencke_and_torn_Dieck_1989,1,#VALUE!,NA,,,NA,,NA,,,NA,NA,NA,NA,,NA,Phaeophyceae,Phaeophyceae,Desmarestiales,Desmarestiaceae,,,,no,,
plants,algae,Hormosira banksii,,Hormosira banksii,,,NA,algaebase,,"Autstralia and New Zealand; Found from Port Macquarie, in northern New South Wales around southern Australia to King George Sound in Western Australia.",NA,excl.points,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,Intertidal,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,#VALUE!,-13.9,LT50,1,NA,,NA,lethal,lethal,NA,-45.95,170.333333,0,frazer_et_al_1988,1,Rhodophyta,Florideophyceae,Fucales,Hormosiraceae,,NA,NA,NA,NA,
plants,algae,Hypnea musciformis,,Hypnea musciformis,,,NA,algaebase,http://www.algaebase.org/search/species/detail/?species_id=349,"North Carolina to Uruguay, France to South Africa, elsewhere",use N. American range,partial.range,use N. American range,NA,NA,NA,NA,-100,-33,NA,NA,NA,NA,Marine,NA,35,LT0,5,40,LT100,5,NA,NA,NA,17.953043,-67.154763,0,Biebl_1962,1,27,8,LT0,3,5,LT100,3,,,NA,17.953043,-67.154763,0,Biebl_1963,1,Rhodophyta,Florideophyceae,Gigartinales,Hypneaceae,,NA,NA,NA,NA,
plants,algae,Hypnea spinella,,Hypnea spinella,,,NA,algaebase,http://www.algaebase.org/search/species/detail/?species_id=2727,Florida to Brazil,Use E. Atlantic part of range,partial.range,NA,NA,NA,"370417078;370395280;370392903;370395906;370404717;370404855;370395941;370404797;370404753;370404771;370410601
;",NA,-100,-30,NA,NA,NA,NA,Marine,NA,35,LT0,5,40,LT100,5,NA,NA,NA,17.953043,-67.154763,0,Biebl_1962,1,21,14,LT0,3,11,LT100,3,,,NA,17.953043,-67.154763,0,Biebl_1963,1,Rhodophyta,Florideophyceae,Gigartinales,Hypneaceae,,NA,NA,NA,NA,
plants,algae,Iridaea cordata,,Iridaea cordata,,,NA,algaebase,NA,"disjunct range, temperate waters only",NE Pacific looks good,partial.range,NE Pacific,NA,NA,NA,NA,NA,-110,20,NA,AH,NA,Intertidal,NA,20,LT0,3,23,LT100,3,NA,NA,NA,48.536683,-123.015409,0,L始ing_&_Freshwater_1988,1,,NA,,,NA,,NA,,,NA,NA,NA,NA,,NA,Rhodophyta,Florideophyceae,Gigartinales,Gigartinaceae,,NA,NA,NA,NA,
plants,algae,Iridaea laminarioides_,,Iridaea laminarioides,,,NA,algaebase,NA,"only in chile, ut at least one paper has in central chile and no gbif ponts there",missing N edge,remove,missing N RL (central Chile or higher),NA,NA,NA,NA,NA,NA,NA,NA,AH,NA,Intertidal,NA,17,LT0,1,NA,,NA,NA,NA,NA,-56.483333,-68.733333,0,Wiencke_and_torn_Dieck_1990,1,,NA,,,NA,,NA,,,NA,NA,NA,NA,,NA,Rhodophyta,Florideophyceae,Gigartinales,Gigartinaceae,,NA,NA,NA,NA,spelling error in sdiv final
plants,algae,Iridaea undulosa,,Iridaea undulosa,no occurances,,no map,,,,,remove,occurance records too sparse,NA,NA,,NA,NA,NA,NA,NA,,NA,Intertidal,NA,22,LT0,1,NA,,NA,NA,NA,NA,-56.483333,-68.733333,0,Wiencke_and_torn_Dieck_1990,1,,NA,,,NA,,NA,,,NA,NA,NA,NA,,NA,Rhodophyta,Florideophyceae,Gigartinales,Gigartinaceae,eulittoral to sublittoral,,,,,
plants,algae,Kallymenia armoricana,,Kallymenia armoricana,sp doesn腎 seem to exit on gbif or internet,,name problem?,NA,NA,NA,no gbif data,remove,no records,NA,NA,NA,NA,NA,NA,NA,NA,AH,NA,Marine,NA,27,LT0,3,30,LT100,3,NA,NA,NA,48.7262,-3.985322,0,Biebl_1958,1,,-2,LT0,6,-8,LT100,6,,,NA,48.7262,-3.985322,0,Biebl_1958,1,Rhodophyta,Florideophyceae,Gigartinales,Kallymeniaceae,,NA,NA,NA,NA,
plants,algae,Kallymenia reniformis,,Kallymenia reniformis,,,NA,John etal (2004),NA,"in Africa only on Maderia, Can islands, Cape Verde Islands (so matches)",NA,partial.range,E Atlantic only,NA,NA,NA,NA,-30,NA,NA,NA,AH,NA,Marine,NA,27,LT0,3,30,LT100,3,NA,NA,NA,48.7262,-3.985322,0,Biebl_1958,1,,-2,LT0,6,-8,LT100,6,,,NA,48.7262,-3.985322,0,Biebl_1958,1,Rhodophyta,Florideophyceae,Gigartinales,Kallymeniaceae,,NA,NA,NA,NA,
plants,algae,Laminaria abyssalis,,Laminaria abyssalis,,,,algaebase,,only found in brasil - assume gbif = good,,fine,,NA,NA,,NA,NA,NA,NA,NA,AH,NA,Marine,NA,24,LT0,1,NA,,NA,NA,NA,NA,-33.988622,18.346018,0,Tom_Dieck_Bartsch_&_Oliveira_1993,1,,5,LT0,5,0,LT100,5,,,NA,-33.988622,18.346018,0,Tom_Dieck_Bartsch_&_Oliveira_1993,1,Phaeophyceae,Phaeophyceae,Laminariales,Laminariaceae,,,,no,,
plants,algae,Laminaria longicruris,,Laminaria longicruris,,,,,,too few points,too few points,remove,too few points,NA,NA,,NA,NA,NA,NA,NA,AH,NA,Marine,NA,23,LT0,1,NA,,NA,NA,NA,NA,69.189095,-113.83415,0,Bolton_&_L始ing_1982,1,,NA,,,NA,,NA,,,NA,NA,NA,NA,,NA,Phaeophyceae,Phaeophyceae,Laminariales,Laminariaceae,gametophytes,,,no,,
plants,algae,Laminaria ochroleuca,,Laminaria ochroleuca,,,,algaebase,,records from much braoder dist in europe,,remove,too sparsely sampled,NA,NA,,NA,NA,NA,NA,NA,AH,NA,Marine,NA,23.4,LT0,1,NA,,NA,NA,NA,NA,48.73287,-3.983792,0,Tom_Dieck_Bartsch_1992,1,,5,LT0,5,0,LT100,5,,,NA,48.73287,-3.983792,0,Tom_Dieck_Bartsch_1992,1,Phaeophyceae,Phaeophyceae,Laminariales,Laminariaceae,,,,no,,
plants,algae,Laminaria sinclairii,,Laminaria sinclairii,,,NA,Markham (1972) Phycologia,NA,"gives map, BC to Cali",NA,excl.points,NA,NA,NA,NA,NA,NA,NA,NA,55,AH,NA,Intertidal,NA,20,LT0,3,23,LT100,3,NA,NA,NA,48.536683,-123.015409,0,L始ing_&_Freshwater_1988,1,,NA,,,NA,,NA,,,NA,NA,NA,NA,,NA,Phaeophyceae,Phaeophyceae,Laminariales,Laminariaceae,low littoral to sublittoral,NA,NA,NA,NA,
plants,algae,Laminaria solidungula,,Laminaria solidungula,,,,,,,only few points,remove,too few points,NA,NA,,NA,NA,NA,NA,NA,AH,NA,Marine,NA,16,LT0,1,NA,,NA,NA,NA,NA,69.375966,-81.894499,0,Tom_Dieck_Bartsch_1992,1,,NA,,,NA,,NA,,,NA,NA,NA,NA,,NA,Phaeophyceae,Phaeophyceae,Laminariales,Laminariaceae,,,,no,,
plants,algae,Laminariocolax macrocystis,,Laminariocolax macrocystis,,,,,,,only few points,remove,only 2 records,NA,NA,,NA,NA,NA,NA,NA,AH,NA,Marine,NA,27.1,LT0,1,NA,,NA,NA,20,NA,-39.818013,-73.22938,0,Peters_&_Breeman_1993,1,,NA,,,NA,,NA,,,NA,NA,NA,NA,,NA,Phaeophyceae,Phaeophyceae,Ectocarpales,Chordariaceae,,,,no,,
plants,algae,Laurencia obtusa,,Laurencia obtusa,,,NA,algaebase,NA,algaebase has from florida to brasil so that matches.  Web of sci has lots of articles from brasil and non from argentina.  Assume ok,NA,partial.range,W Atlantic,NA,NA,NA,NA,NA,-30,NA,NA,AH,NA,Marine,NA,35,LT0,5,40,LT100,5,NA,NA,NA,17.953043,-67.154763,0,Biebl_1962,1,,14,LT0,3,8,LT100,3,,,NA,17.953043,-67.154763,0,Biebl_1963,1,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,partial deas at 11,NA,NA,NA,NA,
plants,algae,Leathesia difformis_,,Leathesia difformis,,,NA,Seaweeds of Alaska,http://ucjeps.berkeley.edu/guide/brown58.html,SoA (under L marina)): Alaska to Baja.    Algaebase has no records from MX but does have rcords from Cali (good).  U berkey has going into baja.,missing S RL,remove,"missing S RL (baja) could add, bajia asuncion",NA,NA,NA,NA,NA,NA,NA,NA,AH,NA,Intertidal,NA,18,LT0,2,20,LT100,2,NA,NA,NA,48.536683,-123.015409,0,L始ing_&_Freshwater_1988,1,,NA,,,NA,,NA,,,NA,NA,NA,NA,,NA,Phaeophyceae,Phaeophyceae,Ectocarpales,Chordariaceae,,NA,NA,NA,NA,new name is Leathesia marina
plants,algae,Lessonia nigrescens,,Lessonia nigrescens,,,,Peters&Breeman(1993)MarineBiol (paper with thermal tolerance data has range maps!),., -56 to -15.5 along W coast of Sam (where thermal tol sampled),missing northern range tip,add points to gbif csv,,NA,NA,,NA,NA,NA,-56,-15.5,AH,NA,Intertidal,NA,24.5,LT0,1,NA,,NA,NA,20,NA,-39.428835,-73.216691,0,Peters_&_Breeman_1993,1,,NA,,,NA,,NA,,,NA,NA,NA,NA,,NA,Phaeophyceae,Phaeophyceae,Laminariales,Lessoniaceae,,,,no,,
plants,algae,Lessonia trabeculata,,Lessonia trabeculata,,,,Peters&Breeman(1993)MarineBiol (paper with thermal tolerance data has range maps!),., -48.8 to -11.3,"sparesly sampled, missing both edges",add points to gbif csv,,NA,NA,,NA,NA,NA,-49,-11,AH,NA,Marine,NA,26.1,LT0,1,NA,,NA,NA,20,NA,-15.382521,-75.169291,0,Peters_&_Breeman_1993,1,,NA,,,NA,,NA,,,NA,NA,NA,NA,,NA,Phaeophyceae,Phaeophyceae,Laminariales,Lessoniaceae,,,,no,,
plants,algae,Lessonia vadosa,,Lessonia vadosa,,,,Peters&Breeman(1993)MarineBiol (paper with thermal tolerance data has range maps!),., -56 to -43.7,missing N edge,add points to gbif csv,,CL;FK;AR,NA,,NA,NA,NA,-56,-43,AH,NA,Marine,NA,20.7,LT0,1,NA,,NA,NA,15,NA,-54.975541,-66.745633,0,Peters_&_Breeman_1993,1,,NA,,,NA,,NA,,,NA,NA,NA,NA,,NA,Phaeophyceae,Phaeophyceae,Laminariales,Lessoniaceae,,,,no,,gbif returns records for L flavicans
plants,algae,Lomentaria baileyana,,Lomentaria baileyana,,,,,,,v sparsely sampled,remove,poor sampling around thermal tol area,NA,NA,,NA,NA,NA,NA,NA,AH,NA,Intertidal,NA,33,LT0,1,34,LT100,1,NA,20,NA,41.305459,-72.077593,0,Yarish_et_al_1987,1,,NA,,,NA,,NA,,,NA,NA,NA,NA,,NA,Rhodophyta,Florideophyceae,Rhodymeniales,Lomentariaceae,,,,no,,
plants,algae,Lomentaria orcadensis,,Lomentaria orcadensis,,,,algaebase,http://www.algaebase.org/search/species/detail/?species_id=139,lots of records from at elast france,missing S RL,remove,"missing S RL (France, Spain)",NA,NA,,NA,NA,NA,NA,NA,AH,NA,Intertidal,NA,27,LT0,1,28,LT100,1,NA,15,NA,53.153818,-9.26678,0,Yarish_et_al_1987,1,,5,LT0,5,0,LT100,5,,,15,53.153818,-9.26678,0,Yarish_et_al_1986,1,Rhodophyta,Florideophyceae,Rhodymeniales,Lomentariaceae,,,,no,,
plants,algae,Macrocystis integrifolia,,Macrocystis integrifolia,,,NA,NA,http://www.centralcoastbiodiversity.org/giant-perennial-kelp-bull-macrocystis-integrifolia.html,"CCB: along the west coast of North America stretches from Kodiak Island, Alaska to Baja California. It is also found along coastal Mexico, Peru, Chile, Argentina, Tasmania, and New Zealand.  Algaebase also puts in Mx",missing S RL,remove,missing S RL (MX),NA,NA,NA,NA,NA,NA,NA,NA,AH,NA,Intertidal,NA,23,LT0,2,25,LT100,2,NA,NA,NA,48.536683,-123.015409,0,L始ing_&_Freshwater_1988,1,,NA,,,NA,,NA,,,NA,NA,NA,NA,,NA,Phaeophyceae,Phaeophyceae,Laminariales,Laminariaceae,low littoral to sublittoral,NA,NA,NA,NA,this species in now synonymous with M.pyrifera
plants,algae,Mastocarpus papillatus,,Mastocarpus papillatus,,,NA,Seaweeds of Alaska,http://www.seaweedsofalaska.com/species.asp?SeaweedID=83,"Aleutian Is., Alaska, to northern California",,excl.points,NA,NA,NA,NA,NA,NA,-100,NA,NA,AH,NA,Intertidal,NA,25,LT0,3,28,LT100,3,NA,NA,NA,48.536683,-123.015409,0,L始ing_&_Freshwater_1988,1,,NA,,,NA,,NA,,,NA,NA,NA,NA,,NA,Rhodophyta,Florideophyceae,Gigartinales,Phyllophoraceae,,NA,NA,NA,NA,
plants,algae,Membranoptera alata,,Membranoptera alata,,,NA,NA,Husa etal (2008),"Husa et al say all along norway coast so upper limit good, but Gulliksen etal (1999) have also on svalbard.  One study puts it in Morocco but algaebase & webofsci has no other records from spain or portugal in the european distribution, though Web of Sci does have a paper that collected it in Morocco.",missing N and S RL,remove,missing N (Svalbard) and S (Morocco) RL,NA,NA,NA,NA,NA,NA,NA,NA,AH,NA,Marine,NA,27,LT0,3,30,LT100,3,NA,NA,NA,48.7262,-3.985322,0,Biebl_1958,1,,-2,LT0,6,-8,LT100,6,,,NA,48.7262,-3.985322,0,Biebl_1958,1,Rhodophyta,Florideophyceae,Ceramiales,Delesseriaceae,,NA,NA,NA,NA,
plants,algae,Meredithia microphylla,,Meredithia microphylla,,,NA,NA,NA,NA,only 1 point,remove,too few points,NA,NA,NA,NA,NA,NA,NA,NA,AH,NA,Marine,NA,27,LT0,3,35,LT100,5,NA,NA,NA,48.7262,-3.985322,0,Biebl_1958,1,,-2,LT0,6,-8,LT100,6,,,NA,48.7262,-3.985322,0,Biebl_1958,1,Rhodophyta,Florideophyceae,Gigartinales,Kallymeniaceae,,NA,NA,NA,NA,
plants,algae,Meristotheca gelidium,,Meristotheca gelidium,,,NA,NA,NA,Algaebase has from North Carolina to Brazil (agrees w gbif). Internet confirms its in gulf of MX but cant find records in Canada or Argentina.  Accept as is.,NA,fine,NA,NA,NA,NA,NA,NA,NA,NA,NA,AH,NA,Marine,NA,32,LT0,3,35,LT100,3,NA,NA,NA,17.953043,-67.154763,0,Biebl_1962,1,,14,LT0,3,11,LT100,3,,,NA,17.953043,-67.154763,0,Biebl_1963,1,Rhodophyta,Florideophyceae,Gigartinales,Solieriaceae,,NA,NA,NA,NA,
plants,algae,Monostroma undulatum,,Monostroma undulatum,,,NA,NA,NA,NA,only 4 points,remove,too few points,NA,NA,NA,NA,NA,NA,NA,NA,AH,NA,Marine,NA,23,LT0,NA,NA,,NA,NA,NA,NA,43.992809,-69.240905,0,Guo_&_Mathieson_1992,1,,0,ctmin,5?,NA,,NA,,,NA,43.992809,-69.240905,0,Guo_&_Mathieson_1992,1,Chlorophyta,Ulvophyceae,Ulvales,Monostromataceae,"ctmin = loss of photosythethic capacity Guo seams to use 1 degree intervals as some of the text is written to this level of accurancy. However, some text and figures seam to be a 5 degree intervals. The intervals used arae clear in the methods and figures.",NA,NA,NA,NA,
plants,algae,Murrayella periclados,,Murrayella periclados,,,,,,,too sparesly sampled,remove,poor sampling around thermal tol area,NA,NA,,NA,NA,NA,NA,NA,AH,NA,Intertidal,NA,35,LT0,5,43,LT100,3,NA,NA,NA,17.953043,-67.154763,0,Biebl_1962,1,,3,LT0,2,-1,LT100,2,,,NA,17.953043,-67.154763,0,Biebl_1963,1,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,parital damage at 1 degree,,,no,,
plants,algae,myagropsis myagroides,,myagropsis Myagroides,,,NA,NA,NA,NA,too few points,remove,too sparsely sampled,NA,NA,NA,NA,NA,NA,NA,NA,AH,NA,Marine,NA,30,gmax,1,NA,,NA,NA,NA,NA,34.076603,133.290823,0,Haraguchi_et_al_2005,1,,NA,,,NA,,NA,,,NA,NA,NA,NA,,NA,Phaeophyceae,Phaeophyceae,Fucales,Sargassaceae,growth,NA,NA,NA,NA,
plants,algae,Myriogloea chilensi,,Myriogloea chilensi,name.error.redo,,no map,,.,,,remove,no processed occurances,NA,NA,,NA,NA,NA,NA,NA,AH,NA,Intertidal,NA,27.3,LT0,1,NA,,NA,NA,20,NA,-29.968074,-71.351984,0,Peters_&_Breeman_1993,1,,NA,,,NA,,NA,,,NA,NA,NA,NA,,NA,Phaeophyceae,Phaeophyceae,Ectocarpales,Chordariaceae,,,,no,,species epithet misspelled - should be chilensis
plants,algae,Neodilsea borealis,,Neodilsea borealis,,,NA,Seaweeds of Alaska,NA,"Alaska Peninsula, Alaska, to northern Washington.",NA,fine,NA,NA,NA,NA,NA,NA,NA,NA,NA,AH,NA,Marine,NA,25,LT0,3,28,LT100,3,NA,NA,NA,48.536683,-123.015409,0,L始ing_&_Freshwater_1988,1,,NA,,,NA,,NA,,,NA,NA,NA,NA,,NA,Rhodophyta,Florideophyceae,Gigartinales,Dumontiaceae,,NA,NA,NA,NA,
plants,algae,Neorhodomela larix,,Neorhodomela larix,,,NA,algaebase,NA,book cited has down to at least baja,NA,remove,missing S RL (baja),NA,NA,NA,NA,NA,NA,NA,NA,AH,NA,Intertidal,NA,25,LT0,3,28,LT100,3,NA,NA,NA,48.536683,-123.015409,0,L始ing_&_Freshwater_1988,1,,NA,,,NA,,NA,,,NA,NA,NA,NA,,NA,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,,NA,NA,NA,NA,
plants,algae,Neosiphonia ferulacea,,Neosiphonia ferulacea,,,,algaebase,,book cited has up to N Carolina.  Also sparesult sampled,missing N RL + sparesly sampled,remove,too sparsely sampled,NA,NA,,NA,NA,NA,NA,NA,AH,NA,Intertidal,NA,35,LT0,5,40,LT100,5,NA,NA,NA,17.953043,-67.154763,0,Biebl_1962,1,,3,LT0,2,-1,LT100,2,,,NA,17.953043,-67.154763,0,Biebl_1963,1,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,partially dead 1,,,no,,
plants,algae,Odonthalia floccosa,,Odonthalia floccosa,,,NA,Seaweeds of Alaska,http://www.seaweedsofalaska.com/species.asp?SeaweedID=97,"Bering Sea and Aleutian Is., Alaska, to northern Washington. But algaw base have records into california",NA,excl.points,NA,NA,NA,NA,NA,NA,-100,NA,NA,AH,NA,Intertidal,NA,25,LT0,3,28,LT100,3,NA,NA,NA,48.536683,-123.015409,0,L始ing_&_Freshwater_1988,1,,NA,,,NA,,NA,,,NA,NA,NA,NA,,NA,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,,NA,NA,NA,NA,
plants,algae,Opuntiella californica,,Opuntiella californica,,,NA,Seaweeds of Alaska,http://www.seaweedsofalaska.com/species.asp?SeaweedID=101,"Aleutian Is., Alaska, to Baja California, Mexico.",missing S RL,remove,missing S RL (MX),NA,NA,NA,NA,NA,NA,NA,NA,AH,NA,Intertidal,NA,20,LT0,3,23,LT100,3,NA,NA,NA,48.536683,-123.015409,0,L始ing_&_Freshwater_1988,1,,NA,,,NA,,NA,,,NA,NA,NA,NA,,NA,Rhodophyta,Florideophyceae,Gigartinales,Gigartinaceae,low littoral to sublittoral,NA,NA,NA,NA,
plants,algae,Palmaria palmata,,Palmaria palmata,,,NA,NA,NA,"Faes & Viejo:"" occurs exclusively in the northern hemisphere, with its southern distribu- tional boundary on the European shores in Portugal.""   John etal say theres a record in Ghana but note its doubtful that this cold water species could cocurr there, so think range properly stops short of africa.  ","missing S RL in Spain and Portugal, can find good locality info for spain but not prtugal so cant add point",remove,unless want to guess and add point in portugal,NA,NA,NA,NA,NA,NA,NA,NA,AH,NA,Marine,NA,27,LT0,3,30,LT100,3,NA,NA,NA,48.7262,-3.985322,0,Biebl_1958,1,,-2,LT0,6,-8,LT100,6,,,NA,48.7262,-3.985322,0,Biebl_1958,1,Rhodophyta,Florideophyceae,Palmariales,Palmariaceae,,NA,NA,NA,NA,
plants,algae,Phyllodictyon anastomosans,,Phyllodictyon anastomosans,,,NA,NA,NA,global?,way too sparesyl sampled on E coast of americas,remove,poor sampling around thermal tol area,NA,NA,NA,NA,NA,NA,NA,NA,AH,NA,Marine,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,,3,LT0,13,-10,LT100,13,,,NA,10.448419,-64.197836,0,Biebl_1963,1,Chlorophyta,Ulvophyceae,Cladophorales,Siphonocladaceae,,NA,NA,NA,NA,
plants,algae,Phyllophora pseudoceranoides,,Phyllophora pseudoceranoides,,,NA,NA,NA,"shoud include southern euripe (spain, turkey, italy)",missing SRL,remove,missing S RL (Spain),NA,NA,NA,NA,NA,NA,NA,NA,AH,NA,Intertidal,NA,30,LT0,3,33,LT100,3,NA,NA,NA,54.19261,7.86732,0,L始ing_1984,1,,NA,,,NA,,NA,,,NA,NA,NA,NA,,NA,Rhodophyta,Florideophyceae,Gigartinales,Phyllophoraceae,,NA,NA,NA,NA,
plants,algae,Phyllophora truncata,,Phyllophora truncata,no records,,,,,,no gbif data,remove,no records,NA,NA,,NA,NA,NA,NA,NA,AH,NA,Intertidal,NA,28,LT0,2,30,LT100,2,NA,NA,NA,54.19261,7.86732,0,L始ing_1984,1,,NA,,,NA,,NA,,,NA,NA,NA,NA,,NA,Rhodophyta,Florideophyceae,Gigartinales,Phyllophoraceae,,,,no,,
plants,algae,Phyllospadix scouleri,,Phyllospadix scouleri,,,NA,IUCN,NA,IUCN: Southeast Alaska to the tip of Baja California and Mexico.,none - beasutiful!,fine,NA,NA,NA,NA,NA,NA,NA,NA,NA,AH,NA,Intertidal,NA,25,LT0,3,28,LT100,3,NA,NA,NA,48.536683,-123.015409,0,L始ing_&_Freshwater_1988,1,,NA,,,NA,,NA,,,NA,NA,NA,NA,,NA,Streptophyta,Liliopsida,Alismatales,Zosteraceae,low littoral to sublittoral,NA,NA,NA,NA,
plants,algae,Pleonosporium borreri,,Pleonosporium borreri,,,NA,John etal (2004),NA,"John etal have African distribution as Madeira, Canary Is, Mauritanie so that looks fine. Husa etal (2008) confirm location in norway.  Cant find any records of going higher in norway so assume gbif is right",NA,partial.range,E Atlantic only,NA,NA,NA,NA,-20,NA,NA,NA,AH,NA,Marine,NA,27,LT0,3,30,LT100,3,NA,NA,NA,48.7262,-3.985322,0,Biebl_1958,1,,3,LT0,5,-8,LT100,6,,,NA,48.7262,-3.985322,0,Biebl_1958,1,Rhodophyta,Florideophyceae,Ceramiales,Ceramiaceae,partial death at -2,NA,NA,NA,NA,
plants,algae,Pleurophycus gardneri,,Pleurophycus gardneri,,,NA,Seaweeds of Alaska,NA,"Kodiak Archipelago, Alaska, to Monterey County, California.",NA,remove,missing S RL (Moterrey - could add),NA,NA,NA,NA,NA,NA,NA,NA,AH,NA,Marine,NA,15,LT0,3,18,LT100,3,NA,NA,NA,48.536683,-123.015409,0,L始ing_&_Freshwater_1988,1,,NA,,,NA,,NA,,,NA,NA,NA,NA,,NA,Phaeophyceae,Phaeophyceae,Laminariales,Alariaceae,,NA,NA,NA,NA,
plants,algae,Polyides rotundus,,Polyides rotundus,no occurances,,no map,algaebase,NA,lots of records from europe inclusing farther N And S,NA,remove,missing both RL,NA,NA,NA,NA,NA,NA,NA,NA,AH,NA,Intertidal,NA,29.5,LT0,3,33,LT100,3,NA,NA,NA,54.19261,7.86732,0,L始ing_1984,1,,NA,,,NA,,NA,,,NA,NA,NA,NA,,NA,Rhodophyta,Florideophyceae,Gigartinales,Polyideaceae,,NA,NA,NA,NA,
plants,algae,Polyneura bonnemaisonii,,Polyneura bonnemaisonii,,,,,,mostly UK but also down to spain incl canary islands,missign S RL,remove,too sparsely sampled,NA,NA,,NA,NA,NA,NA,NA,AH,NA,Intertidal,NA,24,LT0,1,25,LT100,1,NA,15,NA,48.730579,-3.979547,0,Yarish_et_al_1987,1,,5,LT0,5,0,LT100,5,,,15,48.730579,-3.979547,0,Yarish_et_al_1986,1,Rhodophyta,Florideophyceae,Ceramiales,Delesseriaceae,,,,no,,
plants,algae,Polysiphonia elongata,,Polysiphonia elongata,,,NA,NA,NA,"Algaebase has multiple records from north Africa (algeria, Egypt, Libya, Morocco, Tunisia, down to Angola). John et al confirms, but records not good enough to be confident and add points.","missing S RL, records not good enough to be confident in where S RL is (so cant just add pints)",remove,missing S RL (Africa),NA,NA,NA,NA,NA,NA,NA,NA,AH,NA,Intertidal,NA,27,LT0,3,30,LT100,3,NA,NA,NA,48.7262,-3.985322,0,Biebl_1958,1,,-2,LT0,6,-8,LT100,6,,,NA,48.7262,-3.985322,0,Biebl_1958,1,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,,NA,NA,NA,NA,
plants,algae,Polysiphonia sp. 1,,Polysiphonia sp. 1,no sp epithet,,NA,NA,NA,NA,NA,remove,no sp name,NA,NA,NA,NA,NA,NA,NA,NA,AH,NA,Intertidal,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,,-3.7,LT50,1,NA,,NA,lethal,lethal,NA,-45.95,170.333333,0,frazer_et_al_1988,1,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,,NA,NA,NA,NA,
plants,algae,Porphyra lineari,,Porphyra linearis,,,NA,NA,NA,"Jon etal don腎 list for Africa, but algaebase have in canary islands and egypt",missing S RL,remove,missing S RL,NA,NA,NA,NA,NA,NA,NA,NA,AH,NA,Intertidal,NA,23,LT0,2,25,LT100,2,NA,NA,NA,54.19261,7.86732,0,L始ing_1984,1,,NA,,,NA,,NA,,,NA,NA,NA,NA,,NA,Rhodophyta,Bangiophyceae,Bangiales,Bangiaceae,,NA,NA,NA,NA,
