"longitude","latitude","seasonal_low_temp","cold_dormancy_6mo","low_at_min_elev"
-102.5,-83.5,-41.1591555029686,-39.319205965945,-41.1591555029686
-102.5,-82.5,-42.7246660300131,-40.7010071365429,-42.7246660300131
-102.5,-81.5,-42.6847908858742,-40.4866627646978,-42.6847908858742
-102.5,-80.5,-42.2224084277238,-39.9115035729546,-42.2224084277238
-102.5,-79.5,-41.270319779643,-38.8987871422274,-41.270319779643
-102.5,-78.5,-38.2182342037559,-35.8524585600347,-38.2182342037559
-102.5,-77.5,-34.8114879639021,-32.4356871759963,-34.8114879639021
-102.5,-76.5,-32.2674381715275,-29.8455183070438,-32.2674381715275
-102.5,-75.5,-26.0889244543921,-23.8249497432693,-26.0889244543921
-102.5,-73.5,-24.9805283115024,-22.862273690446,-24.9805283115024
-102.5,-72.5,-21.0876912847161,-18.6760391006823,-21.0876912847161
-102.5,18.5,19.0426316558516,20.3563458919752,20.9882686863912
-102.5,19.5,14.8633302321924,17.0336337395022,16.5627183186703
-102.5,20.5,11.7150120826704,14.6273572404242,12.4770394120093
-102.5,21.5,11.0028403363058,14.4726518902307,11.85479480196
-102.5,22.5,8.63876713141799,12.6129445890364,9.37183654915956
-102.5,23.5,8.30462726503611,12.8395460127321,8.63884110721615
-102.5,24.5,8.81321691942534,14.2014496465081,9.38391001855322
-102.5,25.5,9.36331445167639,15.9077529279049,10.0734221405802
-102.5,26.5,7.99091271808637,15.7179044929466,9.18658589432199
-102.5,27.5,5.99585505554319,14.3562732247769,6.97671184311881
-102.5,28.5,4.83355615543468,13.622454209975,5.97326346494565
-102.5,29.5,4.75146023740194,14.0941201608628,5.83803210788788
-102.5,30.5,3.64239629209042,13.6892651291697,4.09346495303843
-102.5,31.5,2.98437005481017,13.6557895361446,3.15490786693718
-102.5,32.5,1.4656785673861,12.435295570216,1.61665457166873
-102.5,33.5,-0.0563174245612962,11.1874018018533,0.0980001739935269
-102.5,34.5,-1.52727131106492,9.99540960873876,-1.3637241919243
-102.5,35.5,-2.49014566953161,9.33493524487962,-2.19457390024111
-102.5,36.5,-3.97992570208652,8.31349914419864,-3.78069366083354
-102.5,37.5,-5.64760638454131,7.42021120321006,-5.41508816936187
-102.5,38.5,-6.63614146922316,6.50976779588964,-6.43943287225186
-102.5,39.5,-7.75536435757365,5.192373713066,-7.54352912875963
-102.5,40.5,-8.90099517000573,4.36067892265107,-8.7324819758156
-102.5,41.5,-9.98571619902338,3.47583737525025,-9.7503995927137
-102.5,42.5,-10.7887818931469,2.76654492472964,-10.5580555345213
-102.5,43.5,-10.874731529524,2.64782638863378,-10.5427684413825
-102.5,44.5,-12.0601756195405,1.777454482611,-11.7096709306418
-102.5,45.5,-14.5884657632027,0.232855206089361,-14.3300748588821
-102.5,46.5,-16.4901726671628,-0.854372834587203,-16.2731238710389
-102.5,47.5,-17.608865475761,-1.76943256329479,-17.2989527649354
-102.5,48.5,-20.1378739706108,-3.02269729559443,-19.9004205758269
-102.5,49.5,-22.0835920096508,-4.33604216994551,-21.9223896107148
-102.5,50.5,-23.5419291981629,-5.50988413563796,-23.3611048276727
-102.5,51.5,-24.0940753200224,-5.9038266098659,-23.9953281717205
-102.5,52.5,-25.0358359213386,-6.52770795556051,-24.8381437917796
-102.5,53.5,-26.327794213593,-7.03175875465718,-26.0768264032801
-102.5,54.5,-27.1711484242763,-7.59478894059679,-27.0921156599474
-102.5,55.5,-28.204570446057,-8.57837605375264,-28.0232243917679
-102.5,56.5,-29.1067569036569,-9.54840449861118,-28.9737909891426
-102.5,57.5,-29.1795079845403,-10.6710560379949,-29.1091139717712
-102.5,58.5,-31.9678568842156,-11.4255254413134,-31.8541703312142
-102.5,59.5,-33.7910674448524,-12.7230455376474,-33.6890355603411
-102.5,60.5,-34.205895410691,-14.1665666348035,-34.119207849338
-102.5,61.5,-35.9022412346942,-15.458781830115,-35.8112663632707
-102.5,62.5,-36.706823578264,-16.8207931565757,-36.604000094426
-102.5,63.5,-37.365934909348,-18.0378043106782,-37.2017114694956
-102.5,64.5,-37.9884402742875,-18.7281692741971,-37.8030074875844
-102.5,65.5,-38.701688420879,-19.5932964058593,-38.5745006119945
-102.5,66.5,-39.688959705191,-20.2035115246927,-39.60694759411
-102.5,67.5,-40.0663248196111,-20.9076226448374,-39.9871544194619
-102.5,68.5,-37.7053312391375,-22.2277837369387,-37.6932086804459
-102.5,69.5,-41.0911859844412,-22.2698320943581,-41.0361071609262
-102.5,70.5,-39.7899035236133,-22.4301587309215,-39.7657836126951
-102.5,72.5,-38.9165999037347,-22.9478217187743,-38.8873711517293
-102.5,75.5,-38.6290509696518,-24.446899145054,-38.5067393957312
-102.5,76.5,-38.5829827382628,-24.8440741788915,-38.5041656611819
-102.5,77.5,-37.1870945749272,-24.9527553890433,-37.1723681578949
-102.5,78.5,-40.4913010924788,-25.8127849980657,-40.2995974233693
-102.5,79.5,-37.4049569419452,-25.2095192180215,-37.3900546392712
-101.5,-89.5,-60.5499325046582,-58.6481770318002,-60.5499325046582
-101.5,-88.5,-58.1869520852608,-56.386198999307,-58.1869520852608
-101.5,-87.5,-53.1909675248499,-51.4512590586075,-53.1909675248499
-101.5,-86.5,-49.4161850056478,-47.7062982521286,-49.4161850056478
-101.5,-85.5,-46.2570176856858,-44.5910783561998,-46.2570176856858
-101.5,-84.5,-43.3247443678257,-41.6350610122436,-43.3247443678257
-101.5,-83.5,-41.3532731186066,-39.5112204330777,-41.3532731186066
-101.5,-82.5,-42.5417341917221,-40.521761861256,-42.5417341917221
-101.5,-81.5,-43.0298802805798,-40.8410649215359,-43.0298802805798
-101.5,-80.5,-42.6474252537957,-40.3403819250513,-42.6474252537957
-101.5,-79.5,-41.6492097848228,-39.2797939366199,-41.6492097848228
-101.5,-78.5,-38.5939433615123,-36.2268548785474,-38.5939433615123
-101.5,-77.5,-35.2492535129189,-32.9134516110834,-35.2492535129189
-101.5,-76.5,-32.2594262886719,-29.8354548462652,-32.2594262886719
-101.5,-75.5,-25.4771286023781,-23.2237767661827,-25.4771286023781
-101.5,-74.5,-25.3630195307783,-23.0454267114426,-25.3630195307783
-101.5,-73.5,-22.8955783876635,-20.7054207748468,-22.8955783876635
-101.5,-72.5,-19.5921850274007,-17.4750715127215,-19.5921850274007
-101.5,-71.5,-22.7660890948027,-19.7391713548141,-22.7660890948027
-101.5,17.5,19.0651979771884,19.2886320795633,19.8794194314836
-101.5,18.5,20.2319133316034,21.7616057111216,22.0580385883537
-101.5,19.5,12.5975951467242,14.7891778532682,14.3190819311294
-101.5,20.5,11.5363792488085,14.3398108609353,12.1472533883823
-101.5,21.5,9.21215113076781,12.3775289904991,10.0429766600782
-101.5,22.5,8.72711161375046,12.3998501508779,9.26717534674539
-101.5,23.5,7.88932511891637,12.1427391241754,8.35266642835783
-101.5,24.5,8.00645744090102,12.9713938861719,8.79455598004151
-101.5,25.5,7.93307569811919,14.1955714532939,8.94741760922318
-101.5,26.5,7.6577704510718,15.4039261649446,8.76590206671053
-101.5,27.5,7.38307516271515,16.036820439616,8.1221987833842
-101.5,28.5,6.05137812890379,15.2021749735211,6.67933047814271
-101.5,29.5,5.1108053413885,14.5714911036393,5.57065289888023
-101.5,30.5,3.72921796653952,13.7297167022579,4.13794079614632
-101.5,31.5,2.33332706196234,13.0198008457997,2.53674005910216
-101.5,32.5,1.42567634646382,12.4488090273791,1.6377195559636
-101.5,33.5,-0.0433483106749398,11.3487121035977,0.186040274945516
-101.5,34.5,-1.50315170937351,10.2122040684684,-1.13836186697985
-101.5,35.5,-2.79304501297218,9.37892191970189,-2.49646567405074
-101.5,36.5,-4.11518863780158,8.6168834870149,-3.88548361689704
-101.5,37.5,-5.75571460542934,7.69129492845386,-5.60319708092203
-101.5,38.5,-6.96700188964605,6.56811715962498,-6.78081242592467
-101.5,39.5,-7.96437245382861,5.44679690859547,-7.73241688170031
-101.5,40.5,-9.17351869882217,4.57308262842042,-8.97338092424874
-101.5,41.5,-10.4154270291328,3.45952126889357,-10.2023809706899
-101.5,42.5,-11.1428250823702,2.72799351159483,-10.9103638394825
-101.5,43.5,-11.8259324100135,2.40067933036813,-11.5255037476074
-101.5,44.5,-13.2052030916725,1.58805507170036,-12.8683333392124
-101.5,45.5,-15.6356895391696,0.0268188831263353,-15.3642272716118
-101.5,46.5,-17.3027660378388,-0.971483223353113,-17.017749369943
-101.5,47.5,-18.5005930355617,-1.93819789396865,-18.2841145335001
-101.5,48.5,-20.4350215341364,-2.89916142231253,-20.271323420589
-101.5,49.5,-22.2243993207812,-4.27729276096714,-22.1180970927013
-101.5,50.5,-23.6599228546023,-5.45731062181294,-23.4247045843005
-101.5,51.5,-24.6299880673311,-6.12947993278503,-24.348484222964
-101.5,52.5,-25.4741214334699,-6.54956336374079,-25.1586367991764
-101.5,53.5,-26.2128607756325,-6.66441496911326,-26.1516708908109
-101.5,54.5,-27.5339953597103,-7.64554863321994,-27.4462181062415
-101.5,55.5,-28.6260848215914,-8.75542895506535,-28.4737295232312
-101.5,56.5,-30.1073505710278,-9.55381908132695,-29.9695499133316
-101.5,57.5,-30.3302305359926,-10.8597823363197,-30.2379832655145
-101.5,58.5,-32.6153325816816,-11.455590841525,-32.5097650721364
-101.5,59.5,-33.8855916600142,-12.9815394122952,-33.7489599670219
-101.5,60.5,-34.5187228518937,-14.6793865157291,-34.3985657732567
-101.5,61.5,-36.107027710442,-15.8784462100485,-35.9907774043125
-101.5,62.5,-36.3771287669029,-17.3450255788969,-36.2948915413704
-101.5,63.5,-36.9677995180445,-18.6044038392101,-36.8641997590486
-101.5,64.5,-38.1935663342476,-19.0571039557989,-37.9614963676135
-101.5,65.5,-38.8059094452166,-19.9023658578417,-38.676580455287
-101.5,66.5,-40.0896707169179,-20.460344524176,-39.9983877853517
-101.5,67.5,-40.596413550777,-21.1893741128168,-40.5109697616764
-101.5,68.5,-38.1169184762452,-22.4908812738975,-38.1121151429134
-101.5,69.5,-39.7142214511122,-22.5092645910104,-39.6929198605241
-101.5,70.5,-38.8078459805676,-22.5006265973326,-38.8005266120997
-101.5,72.5,-39.9010946488806,-22.9308910270009,-39.867936547808
-101.5,73.5,-38.6855670552169,-23.4564893462615,-38.6644420185065
-101.5,75.5,-39.3142188170127,-24.535042481912,-39.1557837740824
-101.5,76.5,-38.73451870765,-24.9400459427919,-38.4898838158672
-101.5,77.5,-37.2681165202388,-24.9729189713086,-37.238546787031
-101.5,78.5,-40.4991720716868,-25.8335437329752,-40.3251017978859
-100.5,-89.5,-60.5378758122878,-58.6349147143641,-60.5378758122878
-100.5,-88.5,-58.1528955481946,-56.3491675384077,-58.1528955481946
-100.5,-87.5,-53.080705645095,-51.3357193435409,-53.080705645095
-100.5,-86.5,-48.5315731295518,-46.8137820892701,-48.5315731295518
-100.5,-85.5,-45.572289091668,-43.8949837816537,-45.572289091668
-100.5,-84.5,-43.5043410321498,-41.8094871313989,-43.5043410321498
-100.5,-83.5,-41.4437458276749,-39.5997431910578,-41.4437458276749
-100.5,-82.5,-42.2976673519505,-40.2801534241655,-42.2976673519505
-100.5,-81.5,-43.4168904311955,-41.2338706250334,-43.4168904311955
-100.5,-80.5,-43.134005510062,-40.8302959037983,-43.134005510062
-100.5,-79.5,-41.9681231245399,-39.5951702318275,-41.9681231245399
-100.5,-78.5,-39.068442976049,-36.6896720400118,-39.068442976049
-100.5,-77.5,-35.5195232652128,-33.19145529211,-35.5195232652128
-100.5,-76.5,-32.0407067864579,-29.5708144558104,-32.0407067864579
-100.5,-75.5,-25.3038132405441,-23.0607095752368,-25.3038132405441
-100.5,-74.5,-24.2023349851902,-21.9286936131083,-24.2023349851902
-100.5,-73.5,-21.7403449430352,-19.6876690762569,-21.7403449430352
-100.5,-72.5,-19.4740878632558,-17.3563183358117,-19.4740878632558
-100.5,-71.5,-22.6720696611064,-19.7661159433754,-22.6720696611064
-100.5,17.5,16.7188029265696,17.7081980520992,19.4523220775916
-100.5,18.5,19.1021528515566,20.553272035565,20.6907878676801
-100.5,19.5,12.29107971072,14.3482124778442,14.2430957551248
-100.5,20.5,9.87429976026927,12.6320466125118,10.7825345044472
-100.5,21.5,9.6400835734659,13.0799534607984,11.0094905118068
-100.5,22.5,10.5689993072434,14.4423322384844,11.4460730519113
-100.5,23.5,8.94926277345845,13.1845952296164,9.98820501894185
-100.5,24.5,6.94131627146687,12.2575709574191,7.79562430657565
-100.5,25.5,7.12801846521241,13.7520171437695,8.96509553364723
-100.5,26.5,7.75362996137036,15.7906034654938,8.57484080276118
-100.5,27.5,7.67422008290887,16.4591497453728,7.91235731129183
-100.5,28.5,6.68788888294782,15.8473671847023,6.87288934526794
-100.5,29.5,5.32711485714785,14.5084663274232,5.63489051549042
-100.5,30.5,3.74966666144984,13.4619356260215,4.00572273919507
-100.5,31.5,2.82086272048099,13.2932078075529,3.07663665262007
-100.5,32.5,1.53075874692627,12.5468183601275,1.78208035472792
-100.5,33.5,0.269213350895526,11.7813891646053,0.539690485494152
-100.5,34.5,-1.03561133899992,10.9575345613328,-0.762294250237001
-100.5,35.5,-2.85934949974929,9.56672979451583,-2.53409161837281
-100.5,36.5,-4.31894207024681,8.6100627498169,-4.08577038131927
-100.5,37.5,-5.86284329827343,7.65668439726744,-5.69146274428614
-100.5,38.5,-7.07030667896782,6.72186083315672,-6.87244678199008
-100.5,39.5,-8.14572846330702,5.73161552053477,-7.92905526609056
-100.5,40.5,-9.45532234976334,4.69018689879615,-9.21176990784847
-100.5,41.5,-10.6784677920597,3.54286614616202,-10.4803734459073
-100.5,42.5,-11.2397565691599,2.88077653565311,-11.0270412968922
-100.5,43.5,-12.5959702163935,2.29237655873543,-12.294064489219
-100.5,44.5,-14.2222452692421,1.24249408224132,-13.9454976064859
-100.5,45.5,-16.5998804994605,-0.408405827837331,-16.3101558044667
-100.5,46.5,-18.1408804416657,-1.25012159693454,-17.9073217332629
-100.5,47.5,-19.4587537344013,-2.00692984167752,-19.2836657491506
-100.5,48.5,-20.9126843963351,-3.02937062052744,-20.8015866149418
-100.5,49.5,-22.5029110955341,-4.32617816132094,-22.3583117567907
-100.5,50.5,-24.2370954962713,-5.83712199780026,-24.0326798588311
-100.5,51.5,-24.5616676085762,-5.87485036050369,-24.3318096956649
-100.5,52.5,-24.219672778781,-6.19361791820931,-24.1426723003014
-100.5,53.5,-25.2508177123964,-7.12543624221746,-25.2181642050578
-100.5,54.5,-27.7302906449352,-7.64291079118848,-27.6555190817761
-100.5,55.5,-29.0579075947404,-8.78565322991261,-28.9210465602411
-100.5,56.5,-30.3736778958301,-9.64597946482577,-30.2314924942315
-100.5,57.5,-31.8317791220333,-10.7762730867735,-31.717133988485
-100.5,58.5,-32.8571667549333,-11.8885876367534,-32.7352596660178
-100.5,59.5,-33.8108046521034,-13.3771281873275,-33.6934590951025
-100.5,60.5,-35.0675554847079,-15.0154470778902,-34.9452696952182
-100.5,61.5,-36.3850727596453,-16.3152797995135,-36.3010940199068
-100.5,62.5,-36.7017347918291,-17.7907519482662,-36.6207713512519
-100.5,63.5,-37.5936613847102,-18.6663960817403,-37.4657305721924
-100.5,64.5,-38.2099256257127,-19.2342354906191,-38.0308249051217
-100.5,65.5,-38.8482837467055,-20.1126452875723,-38.7230768911435
-100.5,66.5,-40.3968363273357,-20.7195898405143,-40.3215563898035
-100.5,67.5,-41.1504052105759,-21.4200669437075,-41.082622032253
-100.5,68.5,-38.7876904075699,-22.7485050113278,-38.7807319526463
-100.5,70.5,-37.9295183239239,-22.591176561415,-37.9265311125494
-100.5,72.5,-40.9503650722759,-22.9082241885045,-40.9254937813399
-100.5,73.5,-39.8793625754437,-23.5309975104353,-39.7280869623173
-100.5,75.5,-40.4644988203155,-24.6291358616309,-40.247549125362
-100.5,76.5,-39.100412925865,-24.9406889437565,-38.8423549794354
-100.5,77.5,-37.4174353299396,-24.9797963634399,-37.4091714606069
-100.5,78.5,-40.1984891971307,-25.7860537461404,-40.0678111778771
-99.5,-89.5,-60.5225153952837,-58.6182922178081,-60.5225153952837
-99.5,-88.5,-58.122123565578,-56.3153707606452,-58.122123565578
-99.5,-87.5,-52.986553983224,-51.2362598083913,-52.986553983224
-99.5,-86.5,-47.9555203038667,-46.2297318026823,-47.9555203038667
-99.5,-85.5,-44.7505701946361,-43.0615491013163,-44.7505701946361
-99.5,-84.5,-43.2576680147488,-41.5574263021014,-43.2576680147488
-99.5,-83.5,-41.5740638094289,-39.7269535812258,-41.5740638094289
-99.5,-82.5,-42.1245898961489,-40.1073399138586,-42.1245898961489
-99.5,-81.5,-43.7438270647079,-41.5649408873893,-43.7438270647079
-99.5,-80.5,-43.6283560190882,-41.3288358115293,-43.6283560190882
-99.5,-79.5,-42.0833499931863,-39.7093443576323,-42.0833499931863
-99.5,-78.5,-39.4842086125697,-37.1000340623515,-39.4842086125697
-99.5,-77.5,-35.8266108352159,-33.5075104126871,-35.8266108352159
-99.5,-76.5,-31.9661137279467,-29.5390956076128,-31.9661137279467
-99.5,-75.5,-25.5669098944403,-23.3222455993181,-25.5669098944403
-99.5,-74.5,-24.3677843719721,-22.1864108236114,-24.3677843719721
-99.5,-73.5,-21.9356046272885,-20.0232471702084,-21.9356046272885
-99.5,-72.5,-19.8724897500128,-17.7369026103367,-19.8724897500128
-99.5,-71.5,-22.7780166402459,-19.8779855672204,-22.7780166402459
-99.5,16.5,18.7706043775144,18.8795921517802,18.98929703022
-99.5,17.5,16.3773074894744,17.4016110189259,19.0634706520237
-99.5,18.5,15.7799555344507,17.1470945962372,17.7074284382322
-99.5,19.5,7.33714743788753,9.11651577860549,8.60912191501969
-99.5,20.5,9.26746471912733,11.9215576322151,10.9681668044104
-99.5,21.5,11.4205842597676,15.5541143027109,13.8374605610827
-99.5,22.5,11.7798731611243,16.4372879797759,12.7963125519426
-99.5,23.5,8.69768767527172,13.8321719087511,11.100964453175
-99.5,24.5,9.62025972572821,15.9256534492863,10.9927212982164
-99.5,25.5,9.77147001586854,17.0281425470819,10.033737351204
-99.5,26.5,8.77981407775411,16.7594366851911,9.03738050927648
-99.5,27.5,7.94289870365922,16.5082789289898,8.09213005680969
-99.5,28.5,6.98079342182193,15.835302058293,7.11263283975635
-99.5,29.5,5.38465648995979,14.1399642863178,5.7341272806109
-99.5,30.5,3.84956342993038,13.2529703632163,4.21503963819335
-99.5,31.5,2.95502804304872,13.2319824017717,3.18160684494556
-99.5,32.5,1.59864351259811,12.5768734385359,1.82738706109732
-99.5,33.5,0.382687522284687,12.0041905247606,0.552010911232068
-99.5,34.5,-1.06357825802905,11.2304560703891,-0.894221706540809
-99.5,35.5,-2.85375484377146,9.75250556482933,-2.59491659308142
-99.5,36.5,-4.44762066975236,8.58943168379899,-4.18353932938642
-99.5,37.5,-6.03358390706458,7.60129089688084,-5.8570429698528
-99.5,38.5,-7.26496378162078,6.77838032783142,-7.09376132694786
-99.5,39.5,-8.37688761809841,5.92403918623126,-8.14043204385084
-99.5,40.5,-9.89433963341372,4.68789077019319,-9.72434485891319
-99.5,41.5,-11.092414614026,3.59444514154789,-10.8786594523167
-99.5,42.5,-11.8918215786772,2.87777160086262,-11.6815545763596
-99.5,43.5,-13.3551135735852,2.12211650343878,-13.0429126928988
-99.5,44.5,-15.397465969835,0.89937429957624,-15.1828605504641
-99.5,45.5,-17.4703344983514,-0.528437724443419,-17.3187550887521
-99.5,46.5,-19.0885321080685,-1.68795621056176,-18.9313388855987
-99.5,47.5,-20.235642513207,-2.40474971954578,-20.0978479795834
-99.5,48.5,-21.6471840401845,-3.44025195424578,-21.5430435211483
-99.5,49.5,-22.9476233698428,-4.41277024934867,-22.7898918269376
-99.5,50.5,-24.3153332964251,-5.46758639198462,-24.0804572223759
-99.5,51.5,-24.1099503700222,-5.68170975570434,-24.0610987926343
-99.5,52.5,-25.0522958386689,-6.11904621152873,-25.0022419772628
-99.5,53.5,-25.3321743354201,-7.32467926815152,-25.2684160397251
-99.5,54.5,-28.1421517097524,-7.5776720655949,-28.0660410220727
-99.5,55.5,-29.3553238060991,-8.83187201912848,-29.2353974245641
-99.5,56.5,-30.4720983922482,-9.97702185506267,-30.3384453670449
-99.5,57.5,-31.920896853174,-10.9884696178537,-31.7877385630527
-99.5,58.5,-32.7528719816889,-12.0841147844646,-32.6236187861912
-99.5,59.5,-33.8532580071794,-13.8220279787002,-33.7589459731023
-99.5,60.5,-35.1441718794405,-15.6334640972316,-35.0465341032776
-99.5,61.5,-36.9108759508069,-16.8000165228599,-36.8312304341994
-99.5,62.5,-37.2978793040982,-18.0528292414067,-37.2267293291163
-99.5,63.5,-38.4123993043389,-18.790307100064,-38.2832729024377
-99.5,64.5,-38.0304908450161,-19.424414195759,-37.8752052915607
-99.5,65.5,-39.2287797995444,-20.2237949767782,-39.1399912284516
-99.5,66.5,-40.5869030411754,-20.9028430904727,-40.5114200779313
-99.5,67.5,-41.4667061068118,-21.6003379158715,-41.4032701463604
-99.5,69.5,-39.089011198708,-22.770387743378,-39.0867191978577
-99.5,71.5,-38.624974698254,-22.536256658355,-38.5915797196424
-99.5,72.5,-41.8497032233647,-23.0532114777927,-41.7882872729969
-99.5,73.5,-41.349879697391,-23.7412583722041,-41.1216027937754
-99.5,75.5,-41.138825362495,-24.7718723136612,-40.8026709949533
-99.5,76.5,-39.4200048085302,-24.9954170755137,-39.0845542222731
-99.5,77.5,-37.2541505821182,-24.9638558919054,-37.2360171491361
-99.5,78.5,-39.9344009963529,-25.6482783883278,-39.8858104776138
-99.5,79.5,-37.1595579490066,-25.4171364493845,-37.1174799407419
-99.5,80.5,-36.9489115513861,-25.3584174340325,-36.9286186999246
-98.5,-89.5,-60.5057516964419,-58.6002585817794,-60.5057516964419
-98.5,-88.5,-58.093260171903,-56.2834388063422,-58.093260171903
-98.5,-87.5,-52.9243247837626,-51.1687005497515,-52.9243247837626
-98.5,-86.5,-47.5574021913111,-45.8235593545234,-47.5574021913111
-98.5,-85.5,-44.1987921216658,-42.4977970375572,-44.1987921216658
-98.5,-84.5,-43.3568075114728,-41.6507915919868,-43.3568075114728
-98.5,-83.5,-41.7030062053885,-39.8517529265512,-41.7030062053885
-98.5,-82.5,-42.0238334207663,-40.0044793411695,-42.0238334207663
-98.5,-81.5,-43.6695579386183,-41.4912995756762,-43.6695579386183
-98.5,-80.5,-44.065804658298,-41.7700564341594,-44.065804658298
-98.5,-79.5,-42.0013813348753,-39.6347653717056,-42.0013813348753
-98.5,-78.5,-39.5080776027271,-37.1544150917658,-39.5080776027271
-98.5,-77.5,-36.1339089008314,-33.8242698316177,-36.1339089008314
-98.5,-76.5,-31.9926074694842,-29.6343689980568,-31.9926074694842
-98.5,-75.5,-27.0102952203285,-24.6650425935259,-27.0102952203285
-98.5,-74.5,-26.404220871175,-24.2189545668912,-26.404220871175
-98.5,-73.5,-22.6568910319168,-20.6215978831562,-22.6568910319168
-98.5,-72.5,-19.8250485750536,-17.7913813915725,-19.8250485750536
-98.5,-71.5,-22.9314804965245,-20.3141428383666,-22.9314804965245
-98.5,16.5,19.5757000241296,19.9953942348174,20.3514931706357
-98.5,17.5,14.6097460280572,15.5287104094334,17.1785530709208
-98.5,18.5,15.5002279620418,17.0305692817267,16.8256426469732
-98.5,19.5,6.47821525862258,8.55862396277038,7.63888189307625
-98.5,20.5,9.88857557603291,13.0521100722503,12.456302199727
-98.5,21.5,12.9101577250553,17.7069355900266,13.5132113625731
-98.5,22.5,12.3752060534699,17.8198895088488,12.6104164874663
-98.5,23.5,11.4664756529033,17.2506049011701,12.1083560111224
-98.5,24.5,10.6015410298748,17.1742184163736,11.0021552346127
-98.5,25.5,9.89416824478124,17.1552898134504,10.0451875748523
-98.5,26.5,9.37929572633335,17.0846024141481,9.49567360337008
-98.5,27.5,8.00060317311436,16.2934661677639,8.14110845334414
-98.5,28.5,6.87952588466661,15.5258933718582,7.02156605765412
-98.5,29.5,5.21530621818134,14.1028956418059,5.48211221428145
-98.5,30.5,3.72699219048289,13.085106672453,4.11639077532557
-98.5,31.5,2.51603102375354,12.594670237042,2.79939362906038
-98.5,32.5,1.49374371170998,12.3918174307328,1.75814835683505
-98.5,33.5,0.342001090651112,11.9385335953441,0.509350677243892
-98.5,34.5,-1.07465283881341,11.1131316786233,-0.902192843013816
-98.5,35.5,-2.7823492697307,9.86095104703147,-2.55157540233551
-98.5,36.5,-4.36833784676024,8.80766192403223,-4.18718390698329
-98.5,37.5,-6.13704090246132,7.7047044404799,-5.95934269736115
-98.5,38.5,-7.52151425949165,6.81978527568281,-7.37097827926704
-98.5,39.5,-8.71602340266108,5.98419230712711,-8.51107862856321
-98.5,40.5,-10.3653191315276,4.66563219177936,-10.2254310963892
-98.5,41.5,-11.582630907212,3.61284450454903,-11.3999774321923
-98.5,42.5,-12.3906675596322,2.92349707649222,-12.1633240097978
-98.5,43.5,-14.0816380527403,1.89038851535214,-13.8943053165131
-98.5,44.5,-15.9779027381114,0.711464622856251,-15.8563267885485
-98.5,45.5,-17.4092120891703,-0.277110227090972,-17.321703984846
-98.5,46.5,-19.1082874783448,-1.52090241754694,-18.9794305321414
-98.5,47.5,-20.7233689915389,-2.66322768604649,-20.6017484017528
-98.5,48.5,-22.1277828274029,-3.67788892766195,-22.0331453689195
-98.5,49.5,-23.2531541900975,-4.39586543653693,-23.0545939994728
-98.5,50.5,-23.4584047995973,-5.439226670204,-23.4230659178928
-98.5,51.5,-25.1044802991939,-5.85249420207526,-25.0516233877466
-98.5,52.5,-24.9518420247028,-6.94485379926877,-24.9177164611872
-98.5,53.5,-24.9497669554715,-7.97135270014405,-24.9404134958484
-98.5,54.5,-28.4752305783331,-7.78371598536947,-28.4154634097582
-98.5,55.5,-29.6891102158065,-9.04511066442356,-29.5685154128441
-98.5,56.5,-30.987694073841,-10.3567610268282,-30.8571528077705
-98.5,57.5,-31.6209915684802,-11.5420670230607,-31.5303004605183
-98.5,58.5,-32.7246670452612,-12.3860855923034,-32.6091068401725
-98.5,59.5,-34.5357503286164,-14.251767105556,-34.4473766902514
-98.5,60.5,-35.9432458269144,-16.072087559849,-35.8455210892702
-98.5,61.5,-37.4035601515456,-17.0823498667484,-37.2814722766032
-98.5,62.5,-37.3266179902213,-18.0599111315395,-37.189667870514
-98.5,63.5,-38.5494752816856,-18.8002857027575,-38.415199465457
-98.5,64.5,-38.2401462298552,-19.5587760156287,-38.1021685597684
-98.5,65.5,-39.6145692950913,-20.2502435997395,-39.5058305955756
-98.5,66.5,-40.782496875152,-20.999505829525,-40.6977180059205
-98.5,67.5,-41.3691598521812,-21.7439131875518,-41.3058011897975
-98.5,68.5,-40.5855531889679,-22.7183209249513,-40.5538989224665
-98.5,69.5,-40.3671613700688,-22.6822927274874,-40.3381308468962
-98.5,71.5,-38.8493418301855,-22.6054282645416,-38.7758656734721
-98.5,72.5,-41.7578640884321,-23.0077995594059,-41.648535569584
-98.5,73.5,-40.7134721975241,-23.717240699998,-40.4512929745061
-98.5,75.5,-40.7605205823268,-24.7657295100976,-40.4328409182117
-98.5,76.5,-39.1393893488018,-24.9010455572605,-38.934607016808
-98.5,78.5,-39.7155607350171,-25.5745268821557,-39.697518801515
-98.5,79.5,-37.3680458202958,-25.4927022633098,-37.3537866407945
-97.5,-89.5,-60.4887058094144,-58.5819345677005,-60.4887058094144
-97.5,-88.5,-58.0673476461321,-56.2544159325638,-58.0673476461321
-97.5,-87.5,-52.8696495043114,-51.1086767443057,-52.8696495043114
-97.5,-86.5,-47.2575637938721,-45.5155821474269,-47.2575637938721
-97.5,-85.5,-44.1296233556632,-42.4164339817528,-44.1296233556632
-97.5,-84.5,-43.8784910735807,-42.1659387223499,-43.8784910735807
-97.5,-83.5,-41.8036269881896,-39.94753124518,-41.8036269881896
-97.5,-82.5,-41.9304154637669,-39.9075312849806,-41.9304154637669
