"longitude","latitude","seasonal_high_temp","hot_dormancy_6mo"
0.5,-61.5,0.80179485387336,0.140256407121435
0.5,-62.5,0.81769228941546,0.0743589726969218
0.5,-63.5,0.8392307504725,0.0184615380488909
0.5,-64.5,0.893846133867135,0.0717948701901314
0.5,-65.5,0.883589723839974,-0.0130769227846311
0.5,-66.5,0.752307675492305,-0.189230765001132
0.5,-67.5,0.469743579244002,-0.432564092895541
0.5,-68.5,0.0671794856779086,-0.678205113046062
0.5,-69.5,-0.413076913843934,-0.884102544341332
0.5,-70.5,-0.723333317165573,-0.985384593359553
1.5,89.5,-1.79923072901483,-1.79923072901483
1.5,88.5,-1.79923072901483,-1.79923072901483
1.5,87.5,-1.71948714105365,-1.71948714105365
1.5,86.5,-1.7151281667921,-1.7151281667921
1.5,85.5,-1.70589739776766,-1.70589739776766
1.5,84.5,-1.68051278295043,-1.68051278295043
1.5,83.5,-1.56641022139826,-1.56641022139826
1.5,82.5,-1.27641022788026,-1.27641022788026
1.5,81.5,-0.62794870391297,-0.62794870391297
1.5,80.5,0.438461528661159,0.438461528661159
1.5,79.5,1.85256406115607,1.85256406115607
1.5,78.5,3.23692300457221,3.23692300457221
1.5,77.5,4.40333323491116,4.40333323491116
1.5,76.5,5.10102552700883,5.10102552700883
1.5,75.5,5.346153726658,5.346153726658
1.5,74.5,5.89564089386318,5.89564089386318
1.5,73.5,6.73435882383432,6.73435882383432
1.5,72.5,7.66307675179381,7.66307675179381
1.5,71.5,8.41282032477932,8.41282032477932
1.5,70.5,9.23256389620021,9.23256389620021
1.5,69.5,9.97641003342011,9.97641003342011
1.5,68.5,10.5764100200091,10.5764100200091
1.5,67.5,11.0266664202015,11.0266664202015
1.5,66.5,11.4876920509224,11.4876920509224
1.5,65.5,11.887435631731,11.887435631731
1.5,64.5,12.2199997268617,12.2199997268617
1.5,63.5,12.5261535661725,12.5261535661725
1.5,62.5,12.8987176604091,12.8987176604091
1.5,61.5,13.3328202148088,13.3328202148088
1.5,60.5,13.7825637944998,13.7825637944998
1.5,59.5,14.1305125046712,14.1305125046712
1.5,58.5,14.5256407009676,14.5256407009676
1.5,57.5,14.9494868453401,14.9494868453401
1.5,56.5,15.3433329903831,15.3433329903831
1.5,55.5,15.5574355497001,15.5574355497001
1.5,54.5,15.9510252844924,15.9510252844924
1.5,53.5,16.4228201457419,16.4228201457419
1.5,52.5,17.0548714136657,17.0548714136657
1.5,51.5,17.4507688407141,17.4507688407141
1.5,50.5,17.6371790929578,17.6371790929578
1.5,40.5,26.2461532595066,26.2461532595066
1.5,39.5,26.3112814631791,26.3112814631791
1.5,38.5,26.0489737767344,26.0489737767344
1.5,37.5,25.5653840439537,25.5653840439537
1.5,36.5,25.1574353351234,25.1574353351234
1.5,5.5,29.0933326830467,29.0710249912376
1.5,4.5,29.3069224218623,29.3056403706089
1.5,3.5,29.5589736982798,29.5589736982798
1.5,2.5,29.6566660037885,29.6566660037885
1.5,1.5,29.5638454930427,29.5638454930427
1.5,0.5,29.3605121642542,29.3605121642542
1.5,-0.5,29.1451275536838,29.1451275536838
1.5,-1.5,28.9917942237778,28.9917942237778
1.5,-2.5,28.9138455075713,28.9138455075713
1.5,-3.5,28.8776916622256,28.7092301275295
1.5,-4.5,28.7984608947658,28.6228198730506
1.5,-5.5,28.6807685897041,28.5041019269862
1.5,-6.5,28.4917942349536,28.313332700481
1.5,-7.5,28.2228198819913,28.036922450249
1.5,-8.5,27.8830762998416,27.6892301503282
1.5,-9.5,27.4553840017089,27.2869224670128
1.5,-10.5,26.9661532434133,26.8064096572403
1.5,-11.5,26.4389737680172,26.2658968488089
1.5,-12.5,25.9174353181361,25.7123071175928
1.5,-13.5,25.4297430213445,25.1717943091614
1.5,-14.5,25.0220507227649,24.7074353451817
1.5,-15.5,24.707178934931,24.3456404814735
1.5,-16.5,24.4476917612438,24.0805122822714
1.5,-17.5,24.2266661251585,23.8338456211182
1.5,-18.5,24.029743052637,23.6076917800193
1.5,-19.5,23.8407686978865,23.3989738359665
1.5,-20.5,23.6541020353922,23.2161533272324
1.5,-21.5,23.5135892180201,23.0341020492503
1.5,-22.5,23.4069225537376,22.8576917967831
1.5,-23.5,23.3223071710135,22.6966661593566
1.5,-24.5,23.2569225570903,22.5625635982515
1.5,-25.5,23.2082046094613,22.4341020626613
1.5,-26.5,23.1517943543119,22.3020507835616
1.5,-27.5,23.0441020490267,22.1461533511487
1.5,-28.5,22.8366661562274,22.1271789925985
1.5,-29.5,22.6351276991937,21.8738456649276
1.5,-30.5,22.4015379608251,21.5884610559218
1.5,-31.5,22.0817943782283,21.2502559352762
1.5,-32.5,21.641025157311,20.8141020988711
1.5,-33.5,21.1625636295439,20.356409801409
1.5,-34.5,20.5746149247369,19.823589300498
1.5,-35.5,19.8474354538111,19.1610252127433
1.5,-36.5,18.9376918844019,18.3397431798184
1.5,-37.5,17.8130765249236,17.2930765365465
1.5,-38.5,16.5343586047873,16.0651278460446
1.5,-39.5,15.2276919673269,14.7823073618974
1.5,-40.5,14.0951278900775,13.6787176429748
1.5,-41.5,13.0010253504301,12.6076920258884
1.5,-42.5,11.9312817845971,11.6051279457334
1.5,-43.5,10.8643587315216,10.6476920696978
1.5,-44.5,9.89025618919195,9.58974337539612
1.5,-45.5,8.78076903450375,8.52948698883828
1.5,-46.5,7.74641008326449,7.51230752439453
1.5,-47.5,6.8692306156915,6.61692292902332
1.5,-48.5,6.09256396638468,5.7841024348178
1.5,-49.5,5.27820501022805,4.98487168345123
1.5,-50.5,4.35410246678079,4.09923067760582
1.5,-51.5,3.35487171988457,3.12538454552683
1.5,-52.5,2.39692302334767,2.17179482325147
1.5,-53.5,1.72974355108081,1.49846150496831
1.5,-54.5,1.31846150899163,1.07512818109722
1.5,-55.5,1.10333330867191,0.801282033372002
1.5,-56.5,0.987948695866343,0.63333331917723
1.5,-57.5,0.886666646848122,0.475128194508262
1.5,-58.5,0.82589741743719,0.358974350950657
1.5,-59.5,0.792307674598235,0.276153839981327
1.5,-60.5,0.806666648636262,0.0897435877376642
1.5,-61.5,0.821025622674288,0.150512817148597
1.5,-62.5,0.836923058216388,0.0833333314706882
1.5,-63.5,0.856923057769354,0.0261538455692621
1.5,-64.5,0.899230749131395,0.0815384597159349
1.5,-65.5,0.877948698325035,-0.00666666651765506
1.5,-66.5,0.742564085966501,-0.186923072745021
1.5,-67.5,0.463589733227705,-0.429743580138072
1.5,-68.5,0.0728205111928475,-0.680769215552853
1.5,-69.5,-0.395897427048439,-0.897435877376642
1.5,-70.5,-0.705128189367362,-0.925641004951336
2.5,89.5,-1.79923072901483,-1.79923072901483
2.5,88.5,-1.79923072901483,-1.79923072901483
2.5,87.5,-1.71846150005093,-1.71846150005093
2.5,86.5,-1.71487175654142,-1.71487175654142
2.5,85.5,-1.70589739776766,-1.70589739776766
2.5,84.5,-1.68051278295043,-1.68051278295043
2.5,83.5,-1.56256406763807,-1.56256406763807
2.5,82.5,-1.24717945930285,-1.24717945930285
2.5,81.5,-0.540512808431417,-0.540512808431417
2.5,80.5,0.621794857896673,0.621794857896673
2.5,79.5,2.16179482347499,2.16179482347499
2.5,78.5,3.67512812298269,3.67512812298269
2.5,77.5,4.91230758250906,4.91230758250906
2.5,76.5,5.59999987483025,5.59999987483025
2.5,75.5,5.78153833231101,5.78153833231101
2.5,74.5,6.24333319378396,6.24333319378396
2.5,73.5,7.00102548454052,7.00102548454052
2.5,72.5,7.85871777306191,7.85871777306191
2.5,71.5,8.54743570638582,8.54743570638582
2.5,70.5,9.33615363747455,9.33615363747455
2.5,69.5,10.0569228521333,10.0569228521333
2.5,68.5,10.6523074542101,10.6523074542101
2.5,67.5,11.1194869309473,11.1194869309473
2.5,66.5,11.6130766635044,11.6130766635044
2.5,65.5,12.0566663971792,12.0566663971792
2.5,64.5,12.4302561324185,12.4302561324185
2.5,63.5,12.7979484318923,12.7979484318923
2.5,62.5,13.2253843197742,13.2253843197742
2.5,61.5,13.711281744811,13.711281744811
2.5,60.5,14.1930766058369,14.1930766058369
2.5,59.5,14.5443586492672,14.5443586492672
2.5,58.5,14.9189740255093,14.9189740255093
2.5,57.5,15.3125637603016,15.3125637603016
2.5,56.5,15.6912817005546,15.6912817005546
2.5,55.5,15.94256374622,15.94256374622
2.5,54.5,16.4020509154369,16.4020509154369
2.5,53.5,16.9243585960701,16.9243585960701
2.5,52.5,17.4617944814933,17.4617944814933
2.5,51.5,17.8638457545581,17.8638457545581
2.5,41.5,24.8558968803248,24.8558968803248
2.5,40.5,25.6820507080127,25.6820507080127
2.5,39.5,26.0682045455353,26.0682045455353
2.5,38.5,25.9505122404737,25.9505122404737
2.5,37.5,25.5541019929239,25.5541019929239
2.5,36.5,25.1371789253197,25.1371789253197
2.5,6.5,29.05307627369,29.0348711458918
2.5,5.5,29.1671788352422,29.148204476692
2.5,4.5,29.3779480613004,29.3779480613004
2.5,3.5,29.5851275438491,29.5851275438491
2.5,2.5,29.6484608757668,29.6484608757668
2.5,1.5,29.5415378012336,29.5415378012336
2.5,0.5,29.3484608824723,29.3484608824723
2.5,-0.5,29.1399993486702,29.1399993486702
2.5,-1.5,28.9943583262845,28.9943583262845
2.5,-2.5,28.9271788406066,28.9271788406066
2.5,-3.5,28.9107685845632,28.7305121783358
2.5,-4.5,28.8587173036753,28.6833326922109
2.5,-5.5,28.7579480751585,28.5876916687076
2.5,-6.5,28.5694865409094,28.402050647216
2.5,-7.5,28.3074352647154,28.1217942432238
2.5,-8.5,27.9743583490833,27.7735891228016
2.5,-9.5,27.547178871452,27.3671788754754
2.5,-10.5,27.0428199083664,26.8810250401879
2.5,-11.5,26.5043583819404,26.3282045397239
2.5,-12.5,25.9615378812529,25.7628199369766
2.5,-13.5,25.4315378930993,25.1879481549542
2.5,-14.5,24.9805122621548,24.6853840636233
2.5,-15.5,24.6361532954929,24.2894866365748
2.5,-16.5,24.383589198574,24.0010251045609
2.5,-17.5,24.1725635622652,23.7407687001217
2.5,-18.5,23.968973823226,23.5041020387449
2.5,-19.5,23.7697430584484,23.2882046076732
2.5,-20.5,23.5728199859269,23.103845637435
2.5,-21.5,23.4192302457702,22.9161533339379
2.5,-22.5,23.2894866589266,22.7320507739503
2.5,-23.5,23.1802558921373,22.5602559059954
2.5,-24.5,23.091794355653,22.4112815503509
2.5,-25.5,23.0258969212285,22.2712815534801
2.5,-26.5,22.9610251278067,22.1374354026256
2.5,-27.5,22.8541020532736,21.9830764317169
2.5,-28.5,22.6582046217548,21.777691820923
2.5,-29.5,22.469486677255,21.7199995145202
2.5,-30.5,22.2710251432294,21.4576918280755
2.5,-31.5,21.9871789957277,21.150512347762
2.5,-32.5,21.5697431076223,20.7535892797109
2.5,-33.5,21.1169226049231,20.3225636483194
2.5,-34.5,20.5451277459088,19.8046149419477
2.5,-35.5,19.8264098132555,19.147691879708
2.5,-36.5,18.92564060262,18.3389739490663
2.5,-37.5,17.8048713969019,17.2892303827863
2.5,-38.5,16.5269227075176,16.0589740000283
2.5,-39.5,15.2158970957956,14.7779483876358
2.5,-40.5,14.0774355827807,13.6758971302173
2.5,-41.5,12.9861535558907,12.5966663851092
2.5,-42.5,11.9148715285537,11.5835894846763
2.5,-43.5,10.8553843727479,10.6312818136544
2.5,-44.5,9.8823074714209,9.58333311912914
2.5,-45.5,8.78205108575714,8.5317946810944
2.5,-46.5,7.73846136549344,7.50974342188774
2.5,-47.5,6.84564087262903,6.59923062172647
2.5,-48.5,6.0679485823195,5.76179474300872
2.5,-49.5,5.24179475463163,4.94820501760413
2.5,-50.5,4.30794862165856,4.05128196072884
2.5,-51.5,3.31230761827185,3.08205121316207
2.5,-52.5,2.38692302357119,2.15846149021616
2.5,-53.5,1.7151281667921,1.48846150519183
2.5,-54.5,1.30128202219613,1.05256407903746
2.5,-55.5,1.09076920638864,0.780769213317679
2.5,-56.5,0.992307670127887,0.582051269041422
2.5,-57.5,0.90871792840652,0.489743578796968
2.5,-58.5,0.843333314483364,0.375641017244794
2.5,-59.5,0.810256392145768,0.288974352515279
2.5,-60.5,0.829230750696017,0.0958974337539612
2.5,-61.5,0.842820493982006,0.158974355421005
2.5,-62.5,0.861282032030897,0.0941025619992079
2.5,-63.5,0.881025621333183,0.0402564093566094
2.5,-64.5,0.918717928183002,0.0989743567621097
2.5,-65.5,0.888461518602876,0.0069230767683341
2.5,-66.5,0.74820511148144,-0.175384611464464
2.5,-67.5,0.472820502252151,-0.423846144372454
2.5,-68.5,0.0907692287403804,-0.683076907808964
2.5,-69.5,-0.370512812231214,-0.904358954144976
2.5,-70.5,-0.675128190037914,-0.929487158711522
3.5,89.5,-1.79923072901483,-1.79923072901483
3.5,88.5,-1.79923072901483,-1.79923072901483
3.5,87.5,-1.71769226929889,-1.71769226929889
3.5,86.5,-1.71307688478667,-1.71307688478667
3.5,85.5,-1.70589739776766,-1.70589739776766
3.5,84.5,-1.68051278295043,-1.68051278295043
3.5,83.5,-1.5512820166082,-1.5512820166082
3.5,82.5,-1.20461535769013,-1.20461535769013
3.5,81.5,-0.438717938911838,-0.438717938911838
3.5,80.5,0.821794853426325,0.821794853426325
3.5,79.5,2.47897430356496,2.47897430356496
3.5,78.5,4.08128196005829,4.08128196005829
3.5,77.5,5.37717936699016,5.37717936699016
3.5,76.5,6.04410242900634,6.04410242900634
3.5,75.5,6.16666652883093,6.16666652883093
3.5,74.5,6.5584613918685,6.5584613918685
3.5,73.5,7.24307676118154,7.24307676118154
3.5,72.5,8.04871776881508,8.04871776881508
3.5,71.5,8.71358954882584,8.71358954882584
3.5,70.5,9.46974337807833,9.46974337807833
3.5,69.5,10.1671792599253,10.1671792599253
3.5,68.5,10.7484612982147,10.7484612982147
3.5,67.5,11.2182048774587,11.2182048774587
3.5,66.5,11.7346151223263,11.7346151223263
3.5,65.5,12.2107689578373,12.2107689578373
3.5,64.5,12.62717920494,12.62717920494
3.5,63.5,13.0451279135469,13.0451279135469
3.5,62.5,13.5194868773031,13.5194868773031
3.5,61.5,14.0446150706938,14.0446150706938
3.5,60.5,14.5456407005206,14.5456407005206
3.5,59.5,14.8833330006649,14.8833330006649
3.5,58.5,15.2287176083296,15.2287176083296
3.5,57.5,15.5874355490296,15.5874355490296
3.5,56.5,15.9551278485033,15.9551278485033
3.5,55.5,16.2523073290403,16.2523073290403
3.5,54.5,16.7761534711776,16.7761534711776
3.5,53.5,17.3461534584371,17.3461534584371
3.5,52.5,17.8784611388468,17.8784611388468
3.5,51.5,18.296922667955,18.296922667955
3.5,43.5,22.0148713028011,22.0148713028011
3.5,42.5,22.7910251316065,22.7910251316065
3.5,41.5,24.1705122802598,24.1705122802598
3.5,40.5,25.2674353326647,25.2674353326647
3.5,39.5,25.8661532680003,25.8661532680003
3.5,38.5,25.9128199336238,25.9128199336238
3.5,37.5,25.7192301943612,25.7192301943612
3.5,6.5,29.1143583236023,29.1056403750793
3.5,5.5,29.2299993466586,29.2166660136233
3.5,4.5,29.4012813941122,29.4012813941122
3.5,3.5,29.5546147240183,29.5546147240183
3.5,2.5,29.5823070310916,29.5823070310916
3.5,1.5,29.4769224180625,29.4728198540516
3.5,0.5,29.2997429348433,29.2997429348433
3.5,-0.5,29.0982044778096,29.0982044778096
3.5,-1.5,28.9746147369823,28.9599993526936
3.5,-2.5,28.9189737125849,28.9079480718057
3.5,-3.5,28.9169224305795,28.9169224305795
3.5,-4.5,28.9094865333098,28.7369224346028
3.5,-5.5,28.8394865348744,28.6794865384507
3.5,-6.5,28.6638455131593,28.5099993627518
3.5,-7.5,28.4033326984694,28.2330762920185
3.5,-8.5,28.0812814236165,27.8794865563321
3.5,-9.5,27.6597429715001,27.4651275912348
3.5,-10.5,27.1505122136516,26.965640422912
3.5,-11.5,26.5897429954165,26.4017942816688
3.5,-12.5,26.0346148026964,25.8348712174174
3.5,-13.5,25.4610250719274,25.2346148205778
3.5,-14.5,24.9576917498444,24.6920507301409
3.5,-15.5,24.5720507328231,24.2558968937359
3.5,-16.5,24.3158968923948,23.9333327983816
3.5,-17.5,24.0917943333013,23.6458969073704
3.5,-18.5,23.8782045944857,23.3905122976941
3.5,-19.5,23.6751276759479,23.1617943540884
3.5,-20.5,23.4735892189141,22.9699994865805
3.5,-21.5,23.30589691497,22.7753841063151
3.5,-22.5,23.160512302835,22.5874353925674
3.5,-23.5,23.0356405107543,22.4133328323563
3.5,-24.5,22.9305123079759,22.2607687332023
3.5,-25.5,22.8523071815188,22.1207687363315
3.5,-26.5,22.779486670326,21.9897430982345
3.5,-27.5,22.6730764162942,21.8397431015873
3.5,-28.5,22.4923071895654,21.6412815675617
3.5,-29.5,22.3102559115833,21.5892302866739
3.5,-30.5,22.129999505356,21.3471790100328
3.5,-31.5,21.8756405366823,21.0633328625311
3.5,-32.5,21.4858969556502,20.7048713320818
3.5,-33.5,21.0592302985203,20.2951277514967
3.5,-34.5,20.5053841570536,19.7825636603893
3.5,-35.5,19.7894867371577,19.118973931632
3.5,-36.5,18.8971790647946,18.3151277957532
3.5,-37.5,17.7884611408584,17.2635893577184
3.5,-38.5,16.5182047589945,16.0394868209767
3.5,-39.5,15.2153842752943,14.7735894133743
3.5,-40.5,14.0615381472386,13.6725637969585
3.5,-41.5,12.9376920185123,12.5671792062811
3.5,-42.5,11.8343587098404,11.5220510245134
3.5,-43.5,10.7558971954844,10.5441023284235
3.5,-44.5,9.78128183265336,9.48897414687925
3.5,-45.5,8.69743570303306,8.45358955463729
3.5,-46.5,7.65974341853498,7.43666650044421
3.5,-47.5,6.76205113090766,6.51717934150917
3.5,-48.5,5.99358960962257,5.67794859103667
3.5,-49.5,5.1576921924089,4.85076912234609
3.5,-50.5,4.22051272617701,3.95153837321469
3.5,-51.5,3.24871787610344,3.00666659946243
3.5,-52.5,2.37692302379471,2.13153841389486
3.5,-53.5,1.70461534651426,1.46102560836917
3.5,-54.5,1.27769227913366,1.00666664416591
3.5,-55.5,1.06410254031802,0.733076906691377
3.5,-56.5,0.992307670127887,0.620769216893957
3.5,-57.5,0.925897415202016,0.495641014562585
3.5,-58.5,0.867692288297873,0.390769222034858
3.5,-59.5,0.838717929971142,0.19230768800928
3.5,-60.5,0.857435878270712,0.0979487157593935
3.5,-61.5,0.872820493311454,0.159999996423721
3.5,-62.5,0.894102544117814,0.0987179465114306
3.5,-63.5,0.91666664617757,0.0525641013892033
3.5,-64.5,0.955641004280784,0.120512817819149
3.5,-65.5,0.920769210188435,0.0320512813348801
3.5,-66.5,0.768974341786443,-0.157179483666252
3.5,-67.5,0.485641014786103,-0.41692306760412
3.5,-68.5,0.0999999977648258,-0.688974343574582
3.5,-69.5,-0.355641017691829,-0.92205126144183
3.5,-70.5,-0.660512805749208,-0.944358953250906
4.5,89.5,-1.79923072901483,-1.79923072901483
4.5,88.5,-1.79923072901483,-1.79923072901483
4.5,87.5,-1.70615380801834,-1.70615380801834
4.5,86.5,-1.70256406450883,-1.70256406450883
4.5,85.5,-1.69794867999661,-1.69794867999661
4.5,84.5,-1.67769227019296,-1.67769227019296
4.5,83.5,-1.50871791499547,-1.50871791499547
4.5,82.5,-1.1438461282792,-1.1438461282792
4.5,81.5,-0.321282044100838,-0.321282044100838
4.5,80.5,1.02282048995869,1.02282048995869
4.5,79.5,2.81307686019975,2.81307686019975
4.5,78.5,4.45358964404426,4.45358964404426
4.5,77.5,5.70846141086748,5.70846141086748
4.5,76.5,6.32923062776144,6.32923062776144
4.5,75.5,6.44846139432719,6.44846139432719
4.5,74.5,6.78564087397013,6.78564087397013
4.5,73.5,7.41025624462427,7.41025624462427
4.5,72.5,8.18974340668855,8.18974340668855
4.5,71.5,8.89948698056814,8.89948698056814
4.5,70.5,9.64589722029483,9.64589722029483
4.5,69.5,10.3248715640929,10.3248715640929
4.5,68.5,10.8933330898484,10.8933330898484
4.5,67.5,11.3528202590652,11.3528202590652
4.5,66.5,11.874615119197,11.874615119197
4.5,65.5,12.3751279285225,12.3751279285225
4.5,64.5,12.820512533952,12.820512533952
4.5,63.5,13.2358971400521,13.2358971400521
4.5,62.5,13.7146150780698,13.7146150780698
4.5,61.5,14.2715381425447,14.2715381425447
4.5,60.5,14.7866663361589,14.7866663361589
4.5,59.5,15.0787176116823,15.0787176116823
4.5,58.5,15.4007688865352,15.4007688865352
4.5,57.5,15.7274355459003,15.7274355459003
4.5,56.5,16.0751278458211,16.0751278458211
4.5,55.5,16.4312816840143,16.4312816840143
4.5,54.5,17.0023073122765,17.0023073122765
4.5,53.5,17.5864098633234,17.5864098633234
4.5,52.5,18.0502560068017,18.0502560068017
4.5,51.5,18.3805124096763,18.3805124096763
4.5,43.5,22.2333328363796,22.2333328363796
4.5,42.5,22.8771789758347,22.8771789758347
4.5,41.5,24.0143584375962,24.0143584375962
4.5,40.5,25.0920507212002,25.0920507212002
4.5,39.5,25.7717942957504,25.7717942957504
4.5,38.5,25.9115378823704,25.9115378823704
4.5,37.5,25.8074353205948,25.8074353205948
4.5,6.5,29.2446147309473,29.2446147309473
4.5,5.5,29.3353839596877,29.3353839596877
4.5,4.5,29.4299993421882,29.4299993421882
4.5,3.5,29.4756403668091,29.4756403668091
4.5,2.5,29.4582044697629,29.4582044697629
4.5,1.5,29.3717942152841,29.3448711389628
4.5,0.5,29.2258967826477,29.2233326801409
4.5,-0.5,29.0287172998755,29.0287172998755
4.5,-1.5,28.9146147383234,28.8912814055116
4.5,-2.5,28.8746147392174,28.8538455089124
4.5,-3.5,28.906922430803,28.9007685847867
4.5,-4.5,28.9469224299089,28.783076279725
4.5,-5.5,28.9253839688519,28.7825634592237
4.5,-6.5,28.7805121772182,28.6461532058624
4.5,-7.5,28.5205121830297,28.3710250068838
4.5,-8.5,28.201537831185,27.9871788616173
4.5,-9.5,27.7851275840822,27.539230153681
4.5,-10.5,27.2766660569857,27.0082045245247
4.5,-11.5,26.7058968389741,26.4246147939792
4.5,-12.5,26.1341019799599,25.8617942937387
4.5,-13.5,25.5238455833437,25.2479481536131
4.5,-14.5,24.9715379033811,24.679230217607
4.5,-15.5,24.5317943234665,24.2099994588643
4.5,-16.5,24.2199994586408,23.8615379281915
4.5,-17.5,23.9723071564849,23.5420507558454
4.5,-18.5,23.7441020333805,23.262819992856
4.5,-19.5,23.5379481918346,23.0130764086946
